deal_id,rep_id,customer,product,deal_value,stage,close_date,month,sales_cycle_days
350,2,Client_090,Starter Pack,4059.689941,Won,1/21/2024,1/1/2024,73
351,2,Client_015,Pro License,5068.359863,Won,1/21/2024,1/1/2024,66
352,2,Client_039,Consulting Package,2187.449951,Won,1/2/2024,1/1/2024,18
353,2,Client_031,Support Contract,5789.700195,Won,1/4/2024,1/1/2024,26
354,2,Client_059,Starter Pack,200.6799927,Won,1/5/2024,1/1/2024,63
355,2,Client_054,Support Contract,246.6100006,Won,1/22/2024,1/1/2024,83
356,2,Client_054,Enterprise Suite,11204.19043,Won,1/24/2024,1/1/2024,33
357,2,Client_063,Support Contract,0,Lost,1/27/2024,1/1/2024,40
358,2,Client_005,Starter Pack,0,Lost,1/9/2024,1/1/2024,27
359,2,Client_057,Pro License,0,Lost,1/15/2024,1/1/2024,37
360,2,Client_088,Starter Pack,0,Lost,1/4/2024,1/1/2024,48
361,2,Client_046,Enterprise Suite,0,Lost,1/21/2024,1/1/2024,39
362,2,Client_025,Enterprise Suite,0,Lost,1/9/2024,1/1/2024,43
363,2,Client_085,Pro License,0,Lost,1/3/2024,1/1/2024,55
364,2,Client_003,Enterprise Suite,7515.450195,Won,2/21/2024,2/1/2024,90
365,2,Client_032,Pro License,1243.25,Won,2/26/2024,2/1/2024,56
366,2,Client_027,Enterprise Suite,4987.049805,Won,2/26/2024,2/1/2024,86
367,2,Client_027,Support Contract,456.2099915,Won,2/27/2024,2/1/2024,84
368,2,Client_043,Pro License,271.3599854,Won,2/7/2024,2/1/2024,43
369,2,Client_001,Starter Pack,3875.780029,Won,2/26/2024,2/1/2024,90
370,2,Client_017,Support Contract,3978.060059,Won,2/28/2024,2/1/2024,32
371,2,Client_015,Enterprise Suite,5188.120117,Won,2/9/2024,2/1/2024,36
372,2,Client_046,Pro License,6622.140137,Won,2/5/2024,2/1/2024,15
373,2,Client_003,Pro License,19041.43945,Won,2/19/2024,2/1/2024,55
374,2,Client_017,Consulting Package,3714.090088,Won,2/9/2024,2/1/2024,20
375,2,Client_096,Enterprise Suite,1994.469971,Won,2/17/2024,2/1/2024,28
376,2,Client_100,Starter Pack,8108.680176,Won,2/16/2024,2/1/2024,71
377,2,Client_014,Consulting Package,1615.189941,Won,2/17/2024,2/1/2024,89
378,2,Client_079,Enterprise Suite,2955.679932,Won,2/17/2024,2/1/2024,42
379,2,Client_085,Support Contract,0,Lost,2/24/2024,2/1/2024,33
380,2,Client_083,Enterprise Suite,0,Lost,2/15/2024,2/1/2024,17
381,2,Client_052,Consulting Package,0,Lost,2/16/2024,2/1/2024,57
382,2,Client_063,Consulting Package,0,Lost,2/4/2024,2/1/2024,18
383,2,Client_042,Support Contract,0,Lost,2/3/2024,2/1/2024,23
384,2,Client_036,Support Contract,10928.55957,Won,3/3/2024,3/1/2024,30
385,2,Client_071,Starter Pack,7197.830078,Won,3/21/2024,3/1/2024,88
386,2,Client_068,Starter Pack,3179,Won,3/13/2024,3/1/2024,90
387,2,Client_078,Consulting Package,1150.469971,Won,3/15/2024,3/1/2024,78
388,2,Client_084,Support Contract,1028.439941,Won,3/4/2024,3/1/2024,28
389,2,Client_056,Consulting Package,1741.089966,Won,3/24/2024,3/1/2024,41
390,2,Client_044,Consulting Package,4816.870117,Won,3/8/2024,3/1/2024,66
391,2,Client_094,Enterprise Suite,7579.939941,Won,3/13/2024,3/1/2024,67
392,2,Client_041,Starter Pack,6525.279785,Won,3/11/2024,3/1/2024,68
393,2,Client_088,Consulting Package,1985.359985,Won,3/12/2024,3/1/2024,33
394,2,Client_011,Enterprise Suite,18729.07031,Won,3/3/2024,3/1/2024,25
395,2,Client_096,Starter Pack,8094.810059,Won,3/14/2024,3/1/2024,26
396,2,Client_072,Enterprise Suite,4886.02002,Won,3/26/2024,3/1/2024,30
397,2,Client_072,Support Contract,0,Lost,3/19/2024,3/1/2024,35
398,2,Client_016,Consulting Package,0,Lost,3/22/2024,3/1/2024,36
399,2,Client_086,Consulting Package,0,Lost,3/28/2024,3/1/2024,60
400,2,Client_037,Support Contract,0,Lost,3/2/2024,3/1/2024,33
401,2,Client_074,Support Contract,3219.800049,Won,4/12/2024,4/1/2024,27
402,2,Client_085,Consulting Package,10377.51953,Won,4/7/2024,4/1/2024,33
403,2,Client_045,Support Contract,106.0899963,Won,4/8/2024,4/1/2024,27
404,2,Client_098,Starter Pack,902.8300171,Won,4/12/2024,4/1/2024,28
405,2,Client_055,Support Contract,344.6099854,Won,4/19/2024,4/1/2024,42
406,2,Client_004,Support Contract,304.269989,Won,4/25/2024,4/1/2024,85
407,2,Client_004,Pro License,14153.5,Won,4/22/2024,4/1/2024,48
408,2,Client_044,Starter Pack,8899.820313,Won,4/9/2024,4/1/2024,53
409,2,Client_019,Support Contract,4703.569824,Won,4/1/2024,4/1/2024,37
410,2,Client_009,Pro License,753.3900146,Won,4/22/2024,4/1/2024,65
411,2,Client_012,Support Contract,4950.410156,Won,4/24/2024,4/1/2024,17
412,2,Client_054,Consulting Package,4693.799805,Won,4/7/2024,4/1/2024,62
413,2,Client_048,Starter Pack,1391.75,Won,4/11/2024,4/1/2024,34
414,2,Client_100,Support Contract,4162.910156,Won,4/24/2024,4/1/2024,55
415,2,Client_007,Pro License,3719.75,Won,4/20/2024,4/1/2024,24
416,2,Client_087,Enterprise Suite,7000.799805,Won,4/6/2024,4/1/2024,20
417,2,Client_057,Consulting Package,0,Lost,4/9/2024,4/1/2024,45
418,2,Client_057,Consulting Package,0,Lost,4/20/2024,4/1/2024,31
419,2,Client_097,Support Contract,0,Lost,4/7/2024,4/1/2024,21
420,2,Client_056,Enterprise Suite,0,Lost,4/12/2024,4/1/2024,32
421,2,Client_087,Support Contract,0,Lost,4/22/2024,4/1/2024,45
422,2,Client_086,Starter Pack,0,Lost,4/17/2024,4/1/2024,16
423,2,Client_077,Enterprise Suite,4309.350098,Won,5/8/2024,5/1/2024,64
424,2,Client_039,Pro License,3065.870117,Won,5/1/2024,5/1/2024,40
425,2,Client_098,Starter Pack,8509.549805,Won,5/25/2024,5/1/2024,31
426,2,Client_016,Enterprise Suite,4711.959961,Won,5/10/2024,5/1/2024,55
427,2,Client_023,Pro License,779.5900269,Won,5/16/2024,5/1/2024,69
428,2,Client_091,Pro License,320.7799988,Won,5/13/2024,5/1/2024,82
429,2,Client_086,Starter Pack,4507.779785,Won,5/17/2024,5/1/2024,85
430,2,Client_095,Enterprise Suite,117.7799988,Won,5/3/2024,5/1/2024,64
431,2,Client_059,Enterprise Suite,3863.22998,Won,5/14/2024,5/1/2024,16
432,2,Client_074,Consulting Package,12348.91992,Won,5/28/2024,5/1/2024,54
433,2,Client_091,Consulting Package,3755.550049,Won,5/19/2024,5/1/2024,65
434,2,Client_052,Enterprise Suite,2153.530029,Won,5/10/2024,5/1/2024,28
435,2,Client_080,Consulting Package,4518.439941,Won,5/11/2024,5/1/2024,35
436,2,Client_012,Consulting Package,2686.780029,Won,5/27/2024,5/1/2024,60
437,2,Client_032,Consulting Package,3457.620117,Won,5/28/2024,5/1/2024,27
438,2,Client_068,Enterprise Suite,12440.41016,Won,5/19/2024,5/1/2024,65
439,2,Client_040,Starter Pack,0,Lost,5/13/2024,5/1/2024,28
440,2,Client_100,Pro License,0,Lost,5/11/2024,5/1/2024,18
441,2,Client_082,Enterprise Suite,0,Lost,5/17/2024,5/1/2024,47
442,2,Client_025,Starter Pack,0,Lost,5/17/2024,5/1/2024,36
443,2,Client_083,Pro License,0,Lost,5/24/2024,5/1/2024,29
444,2,Client_033,Pro License,2074.429932,Won,6/4/2024,6/1/2024,32
445,2,Client_098,Enterprise Suite,684.3599854,Won,6/6/2024,6/1/2024,33
446,2,Client_060,Support Contract,1011.299988,Won,6/6/2024,6/1/2024,77
447,2,Client_058,Support Contract,175.0800018,Won,6/25/2024,6/1/2024,88
448,2,Client_081,Starter Pack,944.460022,Won,6/21/2024,6/1/2024,55
449,2,Client_009,Consulting Package,10937.61035,Won,6/5/2024,6/1/2024,70
450,2,Client_036,Support Contract,703.0700073,Won,6/15/2024,6/1/2024,52
451,2,Client_065,Enterprise Suite,3657.290039,Won,6/2/2024,6/1/2024,59
452,2,Client_058,Enterprise Suite,17741.30078,Won,6/10/2024,6/1/2024,73
453,2,Client_037,Enterprise Suite,224.1699982,Won,6/2/2024,6/1/2024,61
454,2,Client_079,Support Contract,16037.20996,Won,6/21/2024,6/1/2024,25
455,2,Client_060,Support Contract,3152.01001,Won,6/17/2024,6/1/2024,63
456,2,Client_058,Support Contract,1197.180054,Won,6/18/2024,6/1/2024,19
457,2,Client_042,Support Contract,11359.17969,Won,6/21/2024,6/1/2024,38
458,2,Client_020,Enterprise Suite,9438.400391,Won,6/16/2024,6/1/2024,78
459,2,Client_014,Starter Pack,0,Lost,6/15/2024,6/1/2024,59
460,2,Client_065,Pro License,0,Lost,6/3/2024,6/1/2024,16
461,2,Client_091,Consulting Package,0,Lost,6/8/2024,6/1/2024,42
462,2,Client_067,Support Contract,0,Lost,6/17/2024,6/1/2024,24
463,2,Client_048,Starter Pack,0,Lost,6/12/2024,6/1/2024,38
464,2,Client_100,Starter Pack,0,Lost,6/14/2024,6/1/2024,57
465,2,Client_007,Starter Pack,0,Lost,6/20/2024,6/1/2024,18
466,2,Client_013,Support Contract,0,Lost,6/11/2024,6/1/2024,57
467,2,Client_033,Support Contract,1192.969971,Won,7/13/2024,7/1/2024,50
468,2,Client_043,Enterprise Suite,703.2999878,Won,7/28/2024,7/1/2024,33
469,2,Client_045,Starter Pack,5000.22998,Won,7/19/2024,7/1/2024,32
470,2,Client_017,Support Contract,5919.990234,Won,7/21/2024,7/1/2024,64
471,2,Client_040,Support Contract,16767.58008,Won,7/23/2024,7/1/2024,24
472,2,Client_017,Support Contract,1915.76001,Won,7/13/2024,7/1/2024,56
473,2,Client_066,Starter Pack,1675.109985,Won,7/3/2024,7/1/2024,68
474,2,Client_040,Pro License,5393.399902,Won,7/1/2024,7/1/2024,60
475,2,Client_099,Consulting Package,1500.449951,Won,7/7/2024,7/1/2024,57
476,2,Client_018,Pro License,9613.849609,Won,7/7/2024,7/1/2024,42
477,2,Client_013,Support Contract,7038.410156,Won,7/3/2024,7/1/2024,51
478,2,Client_095,Support Contract,2017.560059,Won,7/25/2024,7/1/2024,83
479,2,Client_099,Support Contract,5003.930176,Won,7/2/2024,7/1/2024,57
480,2,Client_049,Pro License,5057.390137,Won,7/5/2024,7/1/2024,90
481,2,Client_089,Support Contract,391.8699951,Won,7/6/2024,7/1/2024,37
482,2,Client_093,Consulting Package,8383.580078,Won,7/26/2024,7/1/2024,35
483,2,Client_047,Pro License,2533.699951,Won,7/2/2024,7/1/2024,66
484,2,Client_079,Starter Pack,0,Lost,7/15/2024,7/1/2024,42
485,2,Client_069,Pro License,0,Lost,7/8/2024,7/1/2024,33
486,2,Client_061,Pro License,0,Lost,7/26/2024,7/1/2024,37
487,2,Client_074,Consulting Package,0,Lost,7/22/2024,7/1/2024,43
488,2,Client_037,Consulting Package,0,Lost,7/25/2024,7/1/2024,46
489,2,Client_054,Pro License,0,Lost,7/17/2024,7/1/2024,26
490,2,Client_078,Pro License,0,Lost,7/26/2024,7/1/2024,30
491,2,Client_083,Consulting Package,0,Lost,7/2/2024,7/1/2024,37
492,2,Client_092,Support Contract,2353.879883,Won,8/18/2024,8/1/2024,27
493,2,Client_037,Enterprise Suite,52.02999878,Won,8/28/2024,8/1/2024,29
494,2,Client_035,Consulting Package,11258.33008,Won,8/25/2024,8/1/2024,34
495,2,Client_056,Enterprise Suite,457.0599976,Won,8/17/2024,8/1/2024,32
496,2,Client_045,Enterprise Suite,1836.609985,Won,8/8/2024,8/1/2024,71
497,2,Client_051,Support Contract,14309.67969,Won,8/14/2024,8/1/2024,20
498,2,Client_050,Enterprise Suite,14362.08984,Won,8/12/2024,8/1/2024,44
499,2,Client_004,Starter Pack,4068.040039,Won,8/12/2024,8/1/2024,42
500,2,Client_019,Pro License,4771.040039,Won,8/4/2024,8/1/2024,56
501,2,Client_061,Pro License,2841.02002,Won,8/2/2024,8/1/2024,50
502,2,Client_058,Support Contract,1656.930054,Won,8/25/2024,8/1/2024,74
503,2,Client_003,Starter Pack,1902.660034,Won,8/1/2024,8/1/2024,24
504,2,Client_071,Support Contract,5330.120117,Won,8/7/2024,8/1/2024,33
505,2,Client_055,Enterprise Suite,0,Lost,8/17/2024,8/1/2024,32
506,2,Client_039,Enterprise Suite,0,Lost,8/8/2024,8/1/2024,17
507,2,Client_054,Support Contract,0,Lost,8/8/2024,8/1/2024,43
508,2,Client_015,Consulting Package,0,Lost,8/3/2024,8/1/2024,52
509,2,Client_003,Support Contract,0,Lost,8/18/2024,8/1/2024,50
510,2,Client_038,Consulting Package,713.2600098,Won,9/8/2024,9/1/2024,32
511,2,Client_031,Support Contract,5086.700195,Won,9/1/2024,9/1/2024,59
512,2,Client_086,Enterprise Suite,442.1199951,Won,9/14/2024,9/1/2024,37
513,2,Client_009,Support Contract,5947.430176,Won,9/17/2024,9/1/2024,60
514,2,Client_065,Support Contract,4344.669922,Won,9/18/2024,9/1/2024,78
515,2,Client_061,Enterprise Suite,16307.7002,Won,9/1/2024,9/1/2024,63
516,2,Client_048,Starter Pack,3223.27002,Won,9/21/2024,9/1/2024,63
517,2,Client_046,Enterprise Suite,928.5599976,Won,9/24/2024,9/1/2024,16
518,2,Client_094,Enterprise Suite,1150.819946,Won,9/12/2024,9/1/2024,44
519,2,Client_095,Starter Pack,10690.45996,Won,9/25/2024,9/1/2024,88
520,2,Client_046,Support Contract,7181.310059,Won,9/5/2024,9/1/2024,19
521,2,Client_100,Consulting Package,795.0800171,Won,9/11/2024,9/1/2024,36
522,2,Client_081,Pro License,655.2199707,Won,9/23/2024,9/1/2024,75
523,2,Client_009,Consulting Package,9003.30957,Won,9/26/2024,9/1/2024,31
524,2,Client_026,Enterprise Suite,563.4199829,Won,9/2/2024,9/1/2024,51
525,2,Client_006,Starter Pack,12866.36035,Won,9/26/2024,9/1/2024,39
526,2,Client_066,Consulting Package,0,Lost,9/10/2024,9/1/2024,48
527,2,Client_033,Enterprise Suite,0,Lost,9/16/2024,9/1/2024,55
528,2,Client_037,Starter Pack,0,Lost,9/7/2024,9/1/2024,17
529,2,Client_084,Starter Pack,0,Lost,9/28/2024,9/1/2024,31
530,2,Client_048,Consulting Package,0,Lost,9/4/2024,9/1/2024,39
531,2,Client_057,Consulting Package,0,Lost,9/24/2024,9/1/2024,35
532,2,Client_064,Consulting Package,0,Lost,9/6/2024,9/1/2024,37
533,2,Client_067,Starter Pack,0,Lost,9/26/2024,9/1/2024,19
534,2,Client_011,Consulting Package,13881.01953,Won,10/24/2024,10/1/2024,68
535,2,Client_070,Starter Pack,1508.050049,Won,10/20/2024,10/1/2024,37
536,2,Client_011,Starter Pack,1489.449951,Won,10/11/2024,10/1/2024,27
537,2,Client_040,Consulting Package,5389.620117,Won,10/22/2024,10/1/2024,51
538,2,Client_022,Consulting Package,9463.709961,Won,10/20/2024,10/1/2024,68
539,2,Client_006,Starter Pack,13730.86035,Won,10/12/2024,10/1/2024,71
540,2,Client_036,Enterprise Suite,4502.890137,Won,10/20/2024,10/1/2024,69
541,2,Client_047,Support Contract,1518.290039,Won,10/3/2024,10/1/2024,65
542,2,Client_004,Pro License,280.4700012,Won,10/26/2024,10/1/2024,34
543,2,Client_005,Pro License,4828.870117,Won,10/28/2024,10/1/2024,70
544,2,Client_100,Starter Pack,2629.110107,Won,10/3/2024,10/1/2024,44
545,2,Client_073,Enterprise Suite,1775.660034,Won,10/12/2024,10/1/2024,63
546,2,Client_087,Consulting Package,7617.629883,Won,10/20/2024,10/1/2024,33
547,2,Client_057,Enterprise Suite,379.1700134,Won,10/12/2024,10/1/2024,61
548,2,Client_068,Starter Pack,2182.469971,Won,10/19/2024,10/1/2024,31
549,2,Client_084,Starter Pack,36.72999954,Won,10/13/2024,10/1/2024,54
550,2,Client_015,Enterprise Suite,0,Lost,10/8/2024,10/1/2024,25
551,2,Client_067,Consulting Package,0,Lost,10/16/2024,10/1/2024,49
552,2,Client_034,Starter Pack,0,Lost,10/4/2024,10/1/2024,59
553,2,Client_028,Support Contract,0,Lost,10/15/2024,10/1/2024,32
554,2,Client_063,Pro License,0,Lost,10/23/2024,10/1/2024,21
555,2,Client_058,Pro License,457.3500061,Won,11/5/2024,11/1/2024,23
556,2,Client_012,Starter Pack,3832.080078,Won,11/23/2024,11/1/2024,70
557,2,Client_091,Enterprise Suite,5013.740234,Won,11/22/2024,11/1/2024,58
558,2,Client_038,Starter Pack,3202.840088,Won,11/18/2024,11/1/2024,83
559,2,Client_092,Pro License,11979.15039,Won,11/28/2024,11/1/2024,34
560,2,Client_066,Pro License,1718.550049,Won,11/26/2024,11/1/2024,60
561,2,Client_018,Pro License,1230.829956,Won,11/4/2024,11/1/2024,39
562,2,Client_004,Starter Pack,7424.060059,Won,11/26/2024,11/1/2024,77
563,2,Client_048,Consulting Package,925.789978,Won,11/18/2024,11/1/2024,87
564,2,Client_017,Support Contract,12082.12988,Won,11/26/2024,11/1/2024,84
565,2,Client_040,Consulting Package,44.72999954,Won,11/3/2024,11/1/2024,22
566,2,Client_068,Consulting Package,12812.49023,Won,11/23/2024,11/1/2024,75
567,2,Client_074,Enterprise Suite,161.3899994,Won,11/25/2024,11/1/2024,66
568,2,Client_083,Enterprise Suite,8112.580078,Won,11/5/2024,11/1/2024,54
569,2,Client_088,Support Contract,2744.080078,Won,11/15/2024,11/1/2024,73
570,2,Client_017,Support Contract,0,Lost,11/12/2024,11/1/2024,54
571,2,Client_024,Pro License,0,Lost,11/19/2024,11/1/2024,41
572,2,Client_008,Enterprise Suite,0,Lost,11/17/2024,11/1/2024,47
573,2,Client_039,Pro License,0,Lost,11/5/2024,11/1/2024,24
574,2,Client_091,Pro License,0,Lost,11/11/2024,11/1/2024,36
575,2,Client_011,Starter Pack,14012.75,Won,12/17/2024,12/1/2024,50
576,2,Client_036,Pro License,2978.449951,Won,12/7/2024,12/1/2024,84
577,2,Client_079,Support Contract,3992.870117,Won,12/21/2024,12/1/2024,52
578,2,Client_083,Pro License,4786.399902,Won,12/3/2024,12/1/2024,78
579,2,Client_020,Pro License,2438.159912,Won,12/19/2024,12/1/2024,88
580,2,Client_073,Enterprise Suite,3972.939941,Won,12/22/2024,12/1/2024,57
581,2,Client_011,Enterprise Suite,3531.070068,Won,12/27/2024,12/1/2024,17
582,2,Client_034,Pro License,9309.049805,Won,12/21/2024,12/1/2024,87
583,2,Client_054,Support Contract,187.0899963,Won,12/25/2024,12/1/2024,87
584,2,Client_064,Support Contract,1326.800049,Won,12/21/2024,12/1/2024,17
585,2,Client_062,Pro License,12083.62988,Won,12/10/2024,12/1/2024,52
586,2,Client_039,Consulting Package,8888.459961,Won,12/26/2024,12/1/2024,65
587,2,Client_021,Consulting Package,2446.399902,Won,12/3/2024,12/1/2024,21
588,2,Client_060,Pro License,3893.530029,Won,12/14/2024,12/1/2024,75
589,2,Client_041,Starter Pack,1306.810059,Won,12/11/2024,12/1/2024,32
590,2,Client_052,Pro License,838.3099976,Won,12/24/2024,12/1/2024,58
591,2,Client_066,Support Contract,2506.27002,Won,12/25/2024,12/1/2024,61
592,2,Client_041,Pro License,0,Lost,12/4/2024,12/1/2024,43
593,2,Client_035,Consulting Package,0,Lost,12/4/2024,12/1/2024,29
594,2,Client_013,Enterprise Suite,0,Lost,12/5/2024,12/1/2024,32
595,2,Client_079,Consulting Package,0,Lost,12/13/2024,12/1/2024,29
596,2,Client_021,Starter Pack,0,Lost,12/28/2024,12/1/2024,50
597,3,Client_025,Pro License,10017.45996,Won,1/24/2024,1/1/2024,54
598,3,Client_060,Consulting Package,11709.12012,Won,1/16/2024,1/1/2024,79
599,3,Client_003,Enterprise Suite,3274.129883,Won,1/10/2024,1/1/2024,77
600,3,Client_059,Pro License,2099.389893,Won,1/13/2024,1/1/2024,78
601,3,Client_046,Enterprise Suite,1012.359985,Won,1/7/2024,1/1/2024,88
602,3,Client_064,Support Contract,4594.439941,Won,1/2/2024,1/1/2024,50
603,3,Client_037,Support Contract,3155.139893,Won,1/27/2024,1/1/2024,74
604,3,Client_056,Pro License,485.0899963,Won,1/1/2024,1/1/2024,27
605,3,Client_098,Consulting Package,6609.959961,Won,1/9/2024,1/1/2024,60
606,3,Client_052,Enterprise Suite,4725.870117,Won,1/12/2024,1/1/2024,19
607,3,Client_025,Starter Pack,8177.339844,Won,1/19/2024,1/1/2024,85
608,3,Client_010,Consulting Package,3535.820068,Won,1/18/2024,1/1/2024,50
609,3,Client_098,Support Contract,2597.75,Won,1/17/2024,1/1/2024,71
610,3,Client_017,Enterprise Suite,1480.640015,Won,1/9/2024,1/1/2024,29
611,3,Client_044,Support Contract,7377.25,Won,1/13/2024,1/1/2024,61
612,3,Client_026,Support Contract,5495.02002,Won,1/12/2024,1/1/2024,32
613,3,Client_065,Enterprise Suite,126.4800034,Won,1/17/2024,1/1/2024,65
614,3,Client_018,Starter Pack,73.04000092,Won,1/2/2024,1/1/2024,18
615,3,Client_067,Consulting Package,1291.069946,Won,1/26/2024,1/1/2024,74
616,3,Client_018,Starter Pack,4547.259766,Won,1/5/2024,1/1/2024,79
617,3,Client_021,Consulting Package,11928.91016,Won,1/20/2024,1/1/2024,54
618,3,Client_076,Starter Pack,445.5599976,Won,1/20/2024,1/1/2024,52
619,3,Client_066,Support Contract,0,Lost,1/17/2024,1/1/2024,45
620,3,Client_073,Starter Pack,0,Lost,1/23/2024,1/1/2024,44
621,3,Client_003,Starter Pack,0,Lost,1/27/2024,1/1/2024,35
622,3,Client_015,Consulting Package,0,Lost,1/22/2024,1/1/2024,51
623,3,Client_093,Enterprise Suite,0,Lost,1/10/2024,1/1/2024,52
624,3,Client_034,Support Contract,0,Lost,1/16/2024,1/1/2024,50
625,3,Client_093,Enterprise Suite,0,Lost,1/8/2024,1/1/2024,51
626,3,Client_022,Support Contract,0,Lost,1/16/2024,1/1/2024,54
627,3,Client_080,Consulting Package,0,Lost,1/24/2024,1/1/2024,23
628,3,Client_088,Pro License,0,Lost,1/27/2024,1/1/2024,16
629,3,Client_025,Enterprise Suite,5535.459961,Won,2/19/2024,2/1/2024,28
630,3,Client_054,Pro License,5464.319824,Won,2/15/2024,2/1/2024,54
631,3,Client_053,Support Contract,1896.469971,Won,2/14/2024,2/1/2024,40
632,3,Client_095,Enterprise Suite,1606.839966,Won,2/25/2024,2/1/2024,74
633,3,Client_067,Pro License,957.7700195,Won,2/23/2024,2/1/2024,31
634,3,Client_085,Consulting Package,174.0099945,Won,2/18/2024,2/1/2024,55
635,3,Client_041,Pro License,5998.810059,Won,2/17/2024,2/1/2024,62
636,3,Client_044,Support Contract,5026.290039,Won,2/15/2024,2/1/2024,82
637,3,Client_079,Consulting Package,24507.25977,Won,2/12/2024,2/1/2024,47
638,3,Client_036,Support Contract,17077.59961,Won,2/7/2024,2/1/2024,45
639,3,Client_039,Starter Pack,2430.959961,Won,2/10/2024,2/1/2024,42
640,3,Client_089,Consulting Package,4394.040039,Won,2/23/2024,2/1/2024,40
641,3,Client_045,Support Contract,8684.950195,Won,2/11/2024,2/1/2024,75
642,3,Client_037,Enterprise Suite,5681.97998,Won,2/26/2024,2/1/2024,49
643,3,Client_049,Consulting Package,852.1099854,Won,2/19/2024,2/1/2024,83
644,3,Client_099,Pro License,1795.73999,Won,2/27/2024,2/1/2024,58
645,3,Client_037,Enterprise Suite,414.7200012,Won,2/10/2024,2/1/2024,19
646,3,Client_084,Starter Pack,9236.879883,Won,2/12/2024,2/1/2024,70
647,3,Client_028,Pro License,2794.389893,Won,2/24/2024,2/1/2024,75
648,3,Client_035,Support Contract,778.4899902,Won,2/27/2024,2/1/2024,82
649,3,Client_018,Enterprise Suite,3340.120117,Won,2/23/2024,2/1/2024,48
650,3,Client_031,Pro License,2886.820068,Won,2/20/2024,2/1/2024,89
651,3,Client_029,Pro License,1329.709961,Won,2/2/2024,2/1/2024,81
652,3,Client_053,Starter Pack,361.4700012,Won,2/2/2024,2/1/2024,26
653,3,Client_061,Enterprise Suite,0,Lost,2/23/2024,2/1/2024,57
654,3,Client_018,Enterprise Suite,0,Lost,2/25/2024,2/1/2024,49
655,3,Client_053,Consulting Package,0,Lost,2/6/2024,2/1/2024,44
656,3,Client_026,Starter Pack,0,Lost,2/21/2024,2/1/2024,34
657,3,Client_083,Enterprise Suite,0,Lost,2/10/2024,2/1/2024,19
658,3,Client_074,Pro License,0,Lost,2/21/2024,2/1/2024,48
659,3,Client_093,Enterprise Suite,0,Lost,2/24/2024,2/1/2024,25
660,3,Client_023,Enterprise Suite,0,Lost,2/14/2024,2/1/2024,39
661,3,Client_064,Pro License,0,Lost,2/26/2024,2/1/2024,32
662,3,Client_039,Support Contract,4017.379883,Won,3/2/2024,3/1/2024,15
663,3,Client_043,Starter Pack,10459.20996,Won,3/20/2024,3/1/2024,27
664,3,Client_068,Consulting Package,4391.830078,Won,3/15/2024,3/1/2024,83
665,3,Client_060,Starter Pack,4503.220215,Won,3/5/2024,3/1/2024,78
666,3,Client_043,Pro License,11449.38965,Won,3/7/2024,3/1/2024,28
667,3,Client_083,Starter Pack,2826.550049,Won,3/24/2024,3/1/2024,72
668,3,Client_002,Starter Pack,787.2000122,Won,3/23/2024,3/1/2024,37
669,3,Client_073,Pro License,159.7799988,Won,3/26/2024,3/1/2024,51
670,3,Client_055,Support Contract,7697.950195,Won,3/6/2024,3/1/2024,65
671,3,Client_052,Enterprise Suite,5298.069824,Won,3/11/2024,3/1/2024,25
672,3,Client_062,Starter Pack,6661.790039,Won,3/6/2024,3/1/2024,31
673,3,Client_034,Consulting Package,1310.189941,Won,3/8/2024,3/1/2024,14
674,3,Client_097,Starter Pack,802.1099854,Won,3/8/2024,3/1/2024,71
675,3,Client_075,Support Contract,80.16000366,Won,3/11/2024,3/1/2024,52
676,3,Client_084,Starter Pack,2361.73999,Won,3/1/2024,3/1/2024,47
677,3,Client_008,Enterprise Suite,4876.799805,Won,3/23/2024,3/1/2024,44
678,3,Client_021,Consulting Package,2724.439941,Won,3/15/2024,3/1/2024,53
679,3,Client_091,Starter Pack,3147.550049,Won,3/22/2024,3/1/2024,78
680,3,Client_082,Starter Pack,12829.73047,Won,3/23/2024,3/1/2024,29
681,3,Client_029,Pro License,2342.129883,Won,3/12/2024,3/1/2024,42
682,3,Client_059,Support Contract,3947.429932,Won,3/16/2024,3/1/2024,33
683,3,Client_090,Support Contract,8375.330078,Won,3/12/2024,3/1/2024,67
684,3,Client_086,Pro License,2763.27002,Won,3/16/2024,3/1/2024,82
685,3,Client_088,Support Contract,5323.72998,Won,3/25/2024,3/1/2024,45
686,3,Client_011,Support Contract,0,Lost,3/28/2024,3/1/2024,42
687,3,Client_091,Starter Pack,0,Lost,3/17/2024,3/1/2024,18
688,3,Client_015,Enterprise Suite,0,Lost,3/19/2024,3/1/2024,49
689,3,Client_026,Support Contract,0,Lost,3/17/2024,3/1/2024,48
690,3,Client_022,Starter Pack,0,Lost,3/5/2024,3/1/2024,47
691,3,Client_015,Pro License,0,Lost,3/15/2024,3/1/2024,59
692,3,Client_063,Enterprise Suite,0,Lost,3/19/2024,3/1/2024,46
693,3,Client_008,Consulting Package,0,Lost,3/15/2024,3/1/2024,22
694,3,Client_054,Consulting Package,0,Lost,3/17/2024,3/1/2024,50
695,3,Client_072,Consulting Package,0,Lost,3/2/2024,3/1/2024,57
696,3,Client_093,Enterprise Suite,14412.7002,Won,4/26/2024,4/1/2024,53
697,3,Client_001,Pro License,3738.860107,Won,4/13/2024,4/1/2024,46
698,3,Client_006,Consulting Package,1648.599976,Won,4/19/2024,4/1/2024,23
